t_usec,height
6740000,0.027558011684715122
6740000,0.027558011684715122
6740000,0.027558011684715122
6744000,0.027558865198578621
6744000,0.027558865198578621
6744000,0.027558865198578621
6748000,0.027559717202301055
6748000,0.027559717202301055
6748000,0.027559717202301055
6752000,0.027560567699052917
6752000,0.027560567699052917
6752000,0.027560567699052917
6756000,0.027561416691997444
6756000,0.027561416691997444
6756000,0.027561416691997444
6760000,0.027562264184290676
6760000,0.027562264184290676
6760000,0.027562264184290676
6764000,0.027563110179081453
6764000,0.027563110179081453
6764000,0.027563110179081453
6768000,0.027563954679511438
6768000,0.027563954679511438
6768000,0.027563954679511438
6772000,0.027564797688715136
6772000,0.027564797688715136
6772000,0.027564797688715136
6776000,0.0275656392098199
6776000,0.0275656392098199
6776000,0.0275656392098199
6780000,0.02756647924594597
6780000,0.02756647924594597
6780000,0.02756647924594597
6784000,0.027567317800206464
6784000,0.027567317800206464
6784000,0.027567317800206464
6788000,0.027568154875707417
6788000,0.027568154875707417
6788000,0.027568154875707417
6792000,0.027568990475547776
6792000,0.027568990475547776
6792000,0.027568990475547776
6796000,0.027569824602819436
6796000,0.027569824602819436
6796000,0.027569824602819436
6800000,0.027570657260607249
6800000,0.027570657260607249
6800000,0.027570657260607249
6804000,0.027571488451989042
6804000,0.027571488451989042
6804000,0.027571488451989042
6808000,0.027572318180035631
6808000,0.027572318180035631
6808000,0.027572318180035631
6812000,0.027573146447810837
6812000,0.027573146447810837
6812000,0.027573146447810837
6816000,0.027573973258371506
6816000,0.027573973258371506
6816000,0.027573973258371506
6820000,0.027574798614767533
6820000,0.027574798614767533
6820000,0.027574798614767533
6824000,0.027575622520041861
6824000,0.027575622520041861
6824000,0.027575622520041861
6828000,0.027576444977230503
6828000,0.027576444977230503
6828000,0.027576444977230503
6832000,0.027577265989362575
6832000,0.027577265989362575
6832000,0.027577265989362575
6836000,0.027578085559460293
6836000,0.027578085559460293
6836000,0.027578085559460293
6840000,0.027578903690538996
6840000,0.027578903690538996
