t_usec,pod_position,pod_velocity,pod_acceleration,he_height,F_aero_x,F_aero_y,F_aero_z,F_brakes_x,F_brakes_y,F_brakes_z,F_gimbals_x,F_gimbals_y,F_gimbals_z,F_hover_engines_x,F_hover_engines_y,F_hover_engines_z,F_lateral_stability_x,F_lateral_stability_y,F_lateral_stability_z,F_landing_gear_x,F_landing_gear_y,F_landing_gear_z
1657000,24.151792763421465,28.521775939905325,17.663808207945976,0.0086283140398166654,-54.928405340997507,0,0,-61.525315131495958,0,0,0.0,0.0,0.0,-1700.9283656250991,0,4650.8037305538573,-0.28504112131697379,0,0,0.0,0.0,0.0
1658000,24.180323372314021,28.539441845202912,17.665905297587869,0.0086309242321062751,-54.996503967592083,0,0,-61.515404530279966,0,0,0.0,0.0,0.0,-1700.1360195869756,0,4650.4172351511261,-0.28521775939905325,0,0,0.0,0.0,0.0
1659000,24.208871648159995,28.557109846744588,17.668001541676027,0.0086335335950990973,-55.064652873725173,0,0,-61.505495923241035,0,0,0.0,0.0,0.0,-1699.343917197973,0,4650.0302299835221,-0.28539441845202912,0,0,0.0,0.0,0.0
1660000,24.237437593055208,28.574779943682802,17.670096938213671,0.008636142127707247,-55.132852071159377,0,0,-61.49558931266607,0,0,0.0,0.0,0.0,-1698.552059142922,0,4649.6427171364576,-0.28557109846744588,0,0,0.0,0.0,0.0
1661000,24.266021209094635,28.592452135168013,17.672191485212135,0.0086387498288472975,-55.201101571643292,0,0,-61.485684700832984,0,0,0.0,0.0,0.0,-1697.7604461038402,0,4649.2546986898278,-0.28574779943682804,0,0,0.0,0.0,0.0
1662000,24.294622498372394,28.610126420348703,17.674285180690809,0.0086413566974402646,-55.269401386911461,0,0,-61.475782090010789,0,0,0.0,0.0,0.0,-1696.9690787599436,0,4648.8661767180265,-0.28592452135168012,0,0,0.0,0.0,0.0
1663000,24.323241462981755,28.627802798371381,17.676378022677142,0.0086439627324115999,-55.337751528684485,0,0,-61.465881482459558,0,0,0.0,0.0,0.0,-1696.1779577876525,0,4648.4771532899576,-0.28610126420348703,0,0,0.0,0.0,0.0
1664000,24.351878105015132,28.645481268380586,17.67847000920662,0.0086465679326911769,-55.406152008668947,0,0,-61.455982880430547,0,0,0.0,0.0,0.0,-1695.3870838605999,0,4648.0876304690464,-0.28627802798371382,0,0,0.0,0.0,0.0
1665000,24.380532426564081,28.663161829518909,17.680561138322727,0.0086491722972132767,-55.474602838557423,0,0,-61.446086286166164,0,0,0.0,0.0,0.0,-1694.596457649639,0,4647.6976103132556,-0.28645481268380585,0,0,0.0,0.0,0.0
1666000,24.409204429719303,28.680844480926986,17.682651408076929,0.0086517758249165799,-55.543104030028537,0,0,-61.436191701900086,0,0,0.0,0.0,0.0,-1693.8060798228505,0,4647.307094875101,-0.28663161829518907,0,0,0.0,0.0,0.0
1667000,24.437894116570639,28.698529221743513,17.684740816528667,0.0086543785147441543,-55.611655594746878,0,0,-61.426299129857192,0,0,0.0,0.0,0.0,-1693.0159510455528,0,4646.916086201657,-0.28680844480926987,0,0,0.0,0.0,0.0
1668000,24.466601489207065,28.71621605110526,17.686829361745311,0.0086569803656434425,-55.680257544363123,0,0,-61.416408572253708,0,0,0.0,0.0,0.0,-1692.2260719803066,0,4646.5245863345772,-0.28698529221743513,0,0,0.0,0.0,0.0
1669000,24.49532654971669,28.733904968147062,17.688917041802153,0.0086595813765662499,-55.748909890513936,0,0,-61.406520031297163,0,0,0.0,0.0,0.0,-1691.4364432869243,0,4646.1325973100957,-0.28716216051105259,0,0,0.0,0.0,0.0
1670000,24.524069300186763,28.751595972001844,17.69100385478238,0.0086621815464687328,-55.817612644822013,0,0,-61.396633509186458,0,0,0.0,0.0,0.0,-1690.6470656224776,0,4645.7401211590568,-0.28733904968147062,0,0,0.0,0.0,0.0
1671000,24.552829742703665,28.76928906180062,17.693089798777052,0.008664780874311391,-55.886365818896131,0,0,-61.386749008111948,0,0,0.0,0.0,0.0,-1689.8579396413045,0,4645.3471599069171,-0.28751595972001848,0,0,0.0,0.0,0.0
1672000,24.581607879352902,28.786984236672506,17.695174871885083,0.0086673793590590492,-55.955169424331054,0,0,-61.376866530255377,0,0,0.0,0.0,0.0,-1689.0690659950171,0,4644.9537155737562,-0.28769289061800624,0,0,0.0,0.0,0.0
1673000,24.61040371221911,28.80468149574472,17.697259072213214,0.0086699769996808514,-56.024023472707654,0,0,-61.366986077790003,0,0,0.0,0.0,0.0,-1688.2804453325107,0,4644.5597901742976,-0.28786984236672508,0,0,0.0,0.0,0.0
1674000,24.639217243386053,28.822380838142596,17.699342397875999,0.0086725737951502471,-56.092927975592822,0,0,-61.357107652880586,0,0,0.0,0.0,0.0,-1687.4920782999695,0,4644.1653857179163,-0.28804681495744722,0,0,0.0,0.0,0.0
1675000,24.668048474936619,28.840082262989593,17.701424846995774,0.0086751697444449796,-56.161882944539506,0,0,-61.347231257683475,0,0,0.0,0.0,0.0,-1686.7039655408748,0,4643.7705042086527,-0.28822380838142597,0,0,0.0,0.0,0.0
1676000,24.696897408952818,28.857785769407297,17.703506417702638,0.0086777648465470765,-56.230888391086758,0,0,-61.337356894346577,0,0,0.0,0.0,0.0,-1685.9161076960136,0,4643.3751476452253,-0.28840082262989591,0,0,0.0,0.0,0.0
1677000,24.725764047515778,28.875491356515433,17.705587108134434,0.0086803591004428367,-56.299944326759658,0,0,-61.327484565009456,0,0,0.0,0.0,0.0,-1685.1285054034838,0,4642.9793180210436,-0.28857785769407296,0,0,0.0,0.0,0.0
1678000,24.75464839270575,28.893199023431869,17.707666916436736,0.0086829525051228176,-56.369050763069389,0,0,-61.317614271803293,0,0,0.0,0.0,0.0,-1684.3411592987052,0,4642.5830173242211,-0.28875491356515431,0,0,0.0,0.0,0.0
1679000,24.783550446602103,28.910908769272631,17.709745840762796,0.0086855450595818267,-56.438207711513208,0,0,-61.307746016851048,0,0,0.0,0.0,0.0,-1683.5540700144238,0,4642.1862475375865,-0.2889319902343187,0,0,0.0,0.0,0.0
1680000,24.812470211283316,28.928620593151905,17.711823879273556,0.0086881367628189096,-56.507415183574459,0,0,-61.297879802267339,0,0,0.0,0.0,0.0,-1682.7672381807204,0,4641.7890106386994,-0.28910908769272631,0,0,0.0,0.0,0.0
1681000,24.841407688826983,28.946334494182043,17.71390103013762,0.0086907276138373374,-56.576673190722602,0,0,-61.288015630158618,0,0,0.0,0.0,0.0,-1681.9806644250198,0,4641.3913085998593,-0.28928620593151905,0,0,0.0,0.0,0.0
1682000,24.870362881309813,28.964050471473573,17.715977291531221,0.0086933176116445968,-56.645981744413156,0,0,-61.278153502623091,0,0,0.0,0.0,0.0,-1681.1943493720953,0,4640.9931433881211,-0.28946334494182041,0,0,0.0,0.0,0.0
1683000,24.899335790807616,28.981768524135212,17.718052661638193,0.0086959067552523795,-56.715340856087764,0,0,-61.268293421750826,0,0,0.0,0.0,0.0,-1680.4082936440784,0,4640.5945169653032,-0.28964050471473574,0,0,0.0,0.0,0.0
1684000,24.928326419395319,28.999488651273861,17.720127138649989,0.0086984950436765681,-56.784750537174183,0,0,-61.258435389623799,0,0,0.0,0.0,0.0,-1679.6224978604648,0,4640.195431288008,-0.28981768524135215,0,0,0.0,0.0,0.0
1685000,24.957334769146954,29.017210851994626,17.722200720765606,0.0087010824759372277,-56.854210799086282,0,0,-61.248579408315827,0,0,0.0,0.0,0.0,-1678.8369626381236,0,4639.7958883076253,-0.28999488651273864,0,0,0.0,0.0,0.0
1686000,24.98636084213565,29.034935125400818,17.724273406191607,0.0087036690510585921,-56.92372165322405,0,0,-61.23872547989275,0,0,0.0,0.0,0.0,-1678.0516885913025,0,4639.3958899703512,-0.29017210851994629,0,0,0.0,0.0,0.0
1687000,25.015404640433648,29.052661470593961,17.726345193142066,0.0087062547680690581,-56.9932831109736,0,0,-61.228873606412364,0,0,0.0,0.0,0.0,-1677.2666763316374,0,4638.9954382171982,-0.29034935125400818,0,0,0.0,0.0,0.0
1688000,25.044466166112283,29.070389886673798,17.728416079838588,0.008708839626001167,-57.062895183707191,0,0,-61.219023789924435,0,0,0.0,0.0,0.0,-1676.4819264681573,0,4638.5945349840085,-0.2905266147059396,0,0,0.0,0.0,0.0
1689000,25.073545421241988,29.08812037273831,17.730486064510242,0.0087114236238915992,-57.132557882783182,0,0,-61.209176032470829,0,0,0.0,0.0,0.0,-1675.6974396072944,0,4638.193182201464,-0.29070389886673798,0,0,0.0,0.0,0.0
1690000,25.102642407892301,29.105852927883703,17.732555145393579,0.0087140067607811601,-57.202271219546127,0,0,-61.199330336085467,0,0,0.0,0.0,0.0,-1674.9132163528895,0,4637.7913817951021,-0.29088120372738308,0,0,0.0,0.0,0.0
1691000,25.131757128131845,29.123587551204434,17.734623320732574,0.0087165890357147717,-57.272035205326695,0,0,-61.189486702794412,0,0,0.0,0.0,0.0,-1674.1292573061999,0,4637.3891356853246,-0.29105852927883702,0,0,0.0,0.0,0.0
1692000,25.160889584028343,29.141324241793214,17.736690588778639,0.0087191704477414585,-57.341849851441694,0,0,-61.179645134615846,0,0,0.0,0.0,0.0,-1673.3455630659064,0,4636.9864457874137,-0.29123587551204433,0,0,0.0,0.0,0.0
1693000,25.190039777648611,29.159062998741003,17.738756947790591,0.0087217509959143409,-57.411715169194153,0,0,-61.169805633560138,0,0,0.0,0.0,0.0,-1672.5621342281215,0,4636.5833140115401,-0.29141324241793215,0,0,0.0,0.0,0.0
1694000,25.219207711058552,29.176803821137039,17.740822396034609,0.0087243306792906174,-57.481631169873189,0,0,-61.159968201629923,0,0,0.0,0.0,0.0,-1671.7789713863947,0,4636.1797422627787,-0.29159062998741003,0,0,0.0,0.0,0.0
1695000,25.248393386323155,29.194546708068824,17.742886931784255,0.0087269094969315633,-57.551597864754164,0,0,-61.150132840820021,0,0,0.0,0.0,0.0,-1670.9960751317235,0,4635.7757324411223,-0.29176803821137037,0,0,0.0,0.0,0.0
1696000,25.277596805506501,29.212291658622146,17.744950553320422,0.0087294874479025095,-57.621615265098569,0,0,-61.140299553117536,0,0,0.0,0.0,0.0,-1670.2134460525551,0,4635.3712864414838,-0.29194546708068825,0,0,0.0,0.0,0.0
1697000,25.306817970671752,29.230038671881076,17.747013258931307,0.0087320645312728394,-57.691683382154096,0,0,-61.130468340501956,0,0,0.0,0.0,0.0,-1669.4310847347999,0,4634.9664061537242,-0.29212291658622147,0,0,0.0,0.0,0.0
1698000,25.336056883881156,29.247787746927987,17.749075046912427,0.0087346407461159729,-57.761802227154597,0,0,-61.120639204945036,0,0,0.0,0.0,0.0,-1668.6489917618323,0,4634.5610934626511,-0.29230038671881076,0,0,0.0,0.0,0.0
1699000,25.365313547196042,29.265538882843554,17.751135915566557,0.0087372160915093616,-57.831971811320166,0,0,-61.110812148410965,0,0,0.0,0.0,0.0,-1667.8671677145046,0,4634.1553502480374,-0.29247787746927989,0,0,0.0,0.0,0.0
1700000,25.394587962676816,29.283292078706758,17.753195863203747,0.0087397905665344711,-57.902192145857072,0,0,-61.100987172856314,0,0,0.0,0.0,0.0,-1667.0856131711473,0,4633.7491783846317,-0.29265538882843556,0,0,0.0,0.0,0.0
1701000,25.423880132382966,29.301047333594898,17.755254888141266,0.0087423641702767761,-57.97246324195779,0,0,-61.091164280230103,0,0,0.0,0.0,0.0,-1666.3043287075814,0,4633.3425797421705,-0.29283292078706757,0,0,0.0,0.0,0.0
1702000,25.453190058373053,29.318804646583601,17.757312988703617,0.0087449369018257443,-58.042785110801006,0,0,-61.081343472473854,0,0,0.0,0.0,0.0,-1665.5233148971233,0,4632.9355561853927,-0.29301047333594898,0,0,0.0,0.0,0.0
1703000,25.482517742704719,29.336564016746824,17.759370163222481,0.008747508760274832,-58.113157763551627,0,0,-61.071524751521551,0,0,0.0,0.0,0.0,-1664.7425723105928,0,4632.5281095740447,-0.29318804646583602,0,0,0.0,0.0,0.0
1704000,25.51186318743467,29.35432544315686,17.761426410036727,0.0087500797447214659,-58.183581211360782,0,0,-61.061708119299745,0,0,0.0,0.0,0.0,-1663.9621015163184,0,4632.120241762902,-0.29336564016746824,0,0,0.0,0.0,0.0
1705000,25.54122639461869,29.372088924884352,17.763481727492366,0.008752649854267042,-58.25405546536583,0,0,-61.051893577727569,0,0,0.0,0.0,0.0,-1663.1819030801475,0,4631.7119546017739,-0.29354325443156859,0,0,0.0,0.0,0.0
1706000,25.570607366311631,29.389854460998293,17.765536113942556,0.0087552190880169044,-58.324580536690377,0,0,-61.042081128716738,0,0,0.0,0.0,0.0,-1662.4019775654499,0,4631.3032499355168,-0.29372088924884354,0,0,0.0,0.0,0.0
1707000,25.600006104567413,29.40762205056604,17.76758956774756,0.0087577874450803419,-58.395156436444239,0,0,-61.032270774171586,0,0,0.0,0.0,0.0,-1661.6223255331274,0,4630.8941296040493,-0.29389854460998294,0,0,0.0,0.0,0.0
1708000,25.629422611439022,29.425391692653314,17.76964208727475,0.0087603549245705761,-58.465783175723502,0,0,-61.022462515989162,0,0,0.0,0.0,0.0,-1660.842947541621,0,4630.4845954423599,-0.2940762205056604,0,0,0.0,0.0,0.0
1709000,25.658856888978512,29.443163386324212,17.771693670898543,0.0087629215256047489,-58.536460765610514,0,0,-61.012656356059161,0,0,0.0,0.0,0.0,-1660.0638441469141,0,4630.074649280521,-0.29425391692653313,0,0,0.0,0.0,0.0
1710000,25.688308939236993,29.460937130641213,17.773744317000435,0.0087654872473039141,-58.607189217173861,0,0,-61.002852296264045,0,0,0.0,0.0,0.0,-1659.2850159025454,0,4629.6642929437048,-0.29443163386324211,0,0,0.0,0.0,0.0
1711000,25.717778764264647,29.478712924665182,17.775794023968956,0.0087680520887930252,-58.67796854146841,0,0,-60.993050338478966,0,0,0.0,0.0,0.0,-1658.506463359611,0,4629.2535282521849,-0.29460937130641213,0,0,0.0,0.0,0.0
1712000,25.747266366110708,29.496490767455381,17.777842790199639,0.0087706160492009282,-58.748798749535283,0,0,-60.98325048457194,0,0,0.0,0.0,0.0,-1657.7281870667734,0,4628.8423570213581,-0.29478712924665185,0,0,0.0,0.0,0.0
1713000,25.776771746823471,29.514270658069474,17.779890614095006,0.0087731791276603466,-58.81967985240189,0,0,-60.97345273640375,0,0,0.0,0.0,0.0,-1656.9501875702679,0,4628.4307810617493,-0.2949649076745538,0,0,0.0,0.0,0.0
1714000,25.806294908450287,29.532052595563538,17.781937494064564,0.0087757413233078736,-58.890611861081915,0,0,-60.963657095828054,0,0,0.0,0.0,0.0,-1656.1724654139105,0,4628.0188021790282,-0.29514270658069475,0,0,0.0,0.0,0.0
1715000,25.835835853037565,29.549836578992064,17.783983428524785,0.0087783026352839608,-58.96159478657534,0,0,-60.953863564691353,0,0,0.0,0.0,0.0,-1655.3950211391032,0,4627.606422174018,-0.2953205259556354,0,0,0.0,0.0,0.0
1716000,25.865394582630767,29.567622607407962,17.786028415899047,0.008780863062732909,-59.032628639868456,0,0,-60.944072144833108,0,0,0.0,0.0,0.0,-1654.6178552848428,0,4627.1936428427098,-0.29549836578992067,0,0,0.0,0.0,0.0
1717000,25.894971099274404,29.58541067986258,17.788072454617659,0.0087834226048028579,-59.103713431933812,0,0,-60.934282838085657,0,0,0.0,0.0,0.0,-1653.840968387726,0,4626.7804659762705,-0.29567622607407962,0,0,0.0,0.0,0.0
1718000,25.924565405012039,29.603200795405698,17.790115543117828,0.0087859812606457741,-59.174849173730315,0,0,-60.924495646274323,0,0,0.0,0.0,0.0,-1653.0643609819563,0,4626.3668933610561,-0.29585410679862578,0,0,0.0,0.0,0.0
1719000,25.954177501886285,29.62099295308554,17.792157679843637,0.0087885390294174422,-59.246035876203138,0,0,-60.914710571217462,0,0,0.0,0.0,0.0,-1652.2880335993534,0,4625.9529267786265,-0.29603200795405699,0,0,0.0,0.0,0.0
1720000,25.983807391938804,29.638787151948787,17.79419886324601,0.0087910959102774546,-59.317273550283815,0,0,-60.904927614726418,0,0,0.0,0.0,0.0,-1651.5119867693561,0,4625.5385680057489,-0.2962099295308554,0,0,0.0,0.0,0.0
1721000,26.013455077210299,29.65658339104057,17.796239091782724,0.0087936519023891994,-59.388562206890178,0,0,-60.895146778605593,0,0,0.0,0.0,0.0,-1650.7362210190327,0,4625.1238188144225,-0.29638787151948787,0,0,0.0,0.0,0.0
1722000,26.043120559740522,29.67438166940449,17.79827836391836,0.0087962070049198531,-59.459901856926408,0,0,-60.885368064652461,0,0,0.0,0.0,0.0,-1649.9607368730851,0,4624.7086809718749,-0.2965658339104057,0,0,0.0,0.0,0.0
1723000,26.072803841568266,29.692181986082613,17.800316678124307,0.0087987612170403687,-59.531292511283006,0,0,-60.875591474657625,0,0,0.0,0.0,0.0,-1649.185534853857,0,4624.2931562405847,-0.29674381669404493,0,0,0.0,0.0,0.0
1724000,26.102504924731367,29.70998434011549,17.802354032878732,0.0088013145379254656,-59.602734180836826,0,0,-60.865817010404832,0,0,0.0,0.0,0.0,-1648.4106154813412,0,4623.8772463782889,-0.29692181986082611,0,0,0.0,0.0,0.0
1725000,26.132223811266694,29.727788730542155,17.804390426666551,0.0088038669667536186,-59.674226876451065,0,0,-60.856044673670986,0,0,0.0,0.0,0.0,-1647.6359792731841,0,4623.4609531379929,-0.29709984340115492,0,0,0.0,0.0,0.0
1726000,26.161960503210164,29.745595156400135,17.806425857979423,0.0088064185027070495,-59.745770608975299,0,0,-60.846274466226177,0,0,0.0,0.0,0.0,-1646.8616267446951,0,4623.0442782679866,-0.29727788730542154,0,0,0.0,0.0,0.0
1727000,26.191715002596727,29.763403616725451,17.808460325315732,0.0088089691449717185,-59.817365389245467,0,0,-60.836506389833737,0,0,0.0,0.0,0.0,-1646.0875584088506,0,4622.6272235118513,-0.29745595156400134,0,0,0.0,0.0,0.0
1728000,26.221487311460365,29.781214110552632,17.810493827180558,0.0088115188927373085,-59.889011228083831,0,0,-60.826740446250255,0,0,0.0,0.0,0.0,-1645.313774776303,0,4622.2097906084709,-0.29763403616725453,0,0,0.0,0.0,0.0
1729000,26.251277431834097,29.799026636914718,17.812526362085666,0.00881406774519722,-59.960708136299083,0,0,-60.816976637225586,0,0,0.0,0.0,0.0,-1644.5402763553866,0,4621.79198129205,-0.29781214110552634,0,0,0.0,0.0,0.0
1730000,26.281085365749977,29.816841194843267,17.81455792854948,0.0088166157015485604,-60.032456124686242,0,0,-60.807214964502897,0,0,0.0,0.0,0.0,-1643.7670636521236,0,4621.3737972921153,-0.29799026636914716,0,0,0.0,0.0,0.0
1731000,26.310911115239083,29.834657783368364,17.816588525097067,0.0088191627609921323,-60.104255204026778,0,0,-60.797455429818704,0,0,0.0,0.0,0.0,-1642.9941371702314,0,4620.9552403335347,-0.29816841194843269,0,0,0.0,0.0,0.0
1732000,26.340754682331525,29.852476401518626,17.818618150260132,0.0088217089227324245,-60.176105385088505,0,0,-60.787698034902874,0,0,0.0,0.0,0.0,-1642.2214974111296,0,4620.5363121365262,-0.29834657783368362,0,0,0.0,0.0,0.0
1733000,26.370616069056446,29.870297048321202,17.82064680257696,0.0088242541859776032,-60.248006678625664,0,0,-60.777942781478657,0,0,0.0,0.0,0.0,-1641.4491448739445,0,4620.1170144166672,-0.29852476401518624,0,0,0.0,0.0,0.0
1734000,26.400495277442008,29.888119722801793,17.822674480592443,0.0088267985499394987,-60.319959095378884,0,0,-60.768189671262739,0,0,0.0,0.0,0.0,-1640.6770800555191,0,4619.6973488849062,-0.29870297048321204,0,0,0.0,0.0,0.0
1735000,26.430392309515401,29.90594442398465,17.824701182858043,0.0088293420138336014,-60.391962646075207,0,0,-60.758438705965247,0,0,0.0,0.0,0.0,-1639.905303450417,0,4619.27731724758,-0.29888119722801793,0,0,0.0,0.0,0.0
1736000,26.46030716730284,29.923771150892581,17.826726907931754,0.0088318845768790444,-60.464017341428132,0,0,-60.748689887289778,0,0,0.0,0.0,0.0,-1639.1338155509295,0,4618.856921206414,-0.29905944423984648,0,0,0.0,0.0,0.0
1737000,26.490239852829561,29.941599902546958,17.828751654378106,0.008834426238298599,-60.536123192137531,0,0,-60.738943216933443,0,0,0.0,0.0,0.0,-1638.362616847083,0,4618.4361624585445,-0.29923771150892581,0,0,0.0,0.0,0.0
1738000,26.520190368119817,29.959430677967728,17.830775420768152,0.0088369669973186633,-60.608280208889738,0,0,-60.729198696586842,0,0,0.0,0.0,0.0,-1637.5917078266446,0,4618.015042696521,-0.29941599902546961,0,0,0.0,0.0,0.0
1739000,26.550158715196886,29.977263476173405,17.832798205679424,0.0088395068531692527,-60.68048840235754,0,0,-60.719456327934168,0,0,0.0,0.0,0.0,-1636.8210889751292,0,4617.5935636083241,-0.2995943067796773,0,0,0.0,0.0,0.0
1740000,26.580144896083063,29.995098296181101,17.834820007695939,0.0088420458050839906,-60.752747783200121,0,0,-60.709716112653169,0,0,0.0,0.0,0.0,-1636.0507607758061,0,4617.17172687737,-0.29977263476173405,0,0,0.0,0.0,0.0
1741000,26.610148912799655,30.012935137006508,17.83684082540816,0.0088445838523000964,-60.825058362063153,0,0,-60.699978052415211,0,0,0.0,0.0,0.0,-1635.2807237097038,0,4616.7495341825297,-0.299950982961811,0,0,0.0,0.0,0.0
1742000,26.640170767366989,30.030773997663921,17.838860657412994,0.008847120994058379,-60.897420149578771,0,0,-60.690242148885297,0,0,0.0,0.0,0.0,-1634.5109782556194,0,4616.326987198132,-0.30012935137006508,0,0,0.0,0.0,0.0
1743000,26.670210461804405,30.048614877166234,17.840879502313751,0.0088496572296032239,-60.969833156365539,0,0,-60.680508403722058,0,0,0.0,0.0,0.0,-1633.7415248901225,0,4615.9040875939781,-0.30030773997663923,0,0,0.0,0.0,0.0
1744000,26.700267998130251,30.066457774524952,17.842897358720169,0.0088521925581825853,-61.042297393028527,0,0,-60.670776818577842,0,0,0.0,0.0,0.0,-1632.9723640875625,0,4615.4808370353539,-0.30048614877166235,0,0,0.0,0.0,0.0
1745000,26.730343378361887,30.084302688750199,17.844914225248349,0.0088547269790479766,-61.114812870159263,0,0,-60.661047395098706,0,0,0.0,0.0,0.0,-1632.2034963200758,0,4615.0572371830403,-0.30066457774524952,0,0,0.0,0.0,0.0
1746000,26.760436604515686,30.102149618850721,17.846930100520748,0.0088572604914544627,-61.18737959833576,0,0,-60.651320134924411,0,0,0.0,0.0,0.0,-1631.4349220575912,0,4614.6332896933218,-0.30084302688750197,0,0,0.0,0.0,0.0
1747000,26.790547678607027,30.119998563833885,17.848944983166184,0.0088597930946606434,-61.259997588122538,0,0,-60.641595039688482,0,0,0.0,0.0,0.0,-1630.6666417678359,0,4614.2089962179953,-0.30102149618850721,0,0,0.0,0.0,0.0
1748000,26.820676602650295,30.137849522705704,17.850958871819799,0.0088623247879286524,-61.332666850070588,0,0,-60.631872111018296,0,0,0.0,0.0,0.0,-1629.8986559163436,0,4613.7843584043931,-0.30119998563833889,0,0,0.0,0.0,0.0
1749000,26.850823378658884,30.155702494470827,17.85297176512303,0.0088648555705241432,-61.405387394717415,0,0,-60.622151350534956,0,0,0.0,0.0,0.0,-1629.130964966459,0,4613.35937789538,-0.30137849522705706,0,0,0.0,0.0,0.0
1750000,26.880988008645186,30.173557478132551,17.854983661723629,0.0088673854417162783,-61.478159232587053,0,0,-60.612432759853469,0,0,0.0,0.0,0.0,-1628.3635693793442,0,4612.9340563293681,-0.30155702494470826,0,0,0.0,0.0,0.0
1751000,26.911170494620599,30.191414472692827,17.856994560275592,0.0088699144007777213,-61.550982374190028,0,0,-60.602716340582639,0,0,0.0,0.0,0.0,-1627.5964696139877,0,4612.5083953403337,-0.30173557478132551,0,0,0.0,0.0,0.0
1752000,26.941370838595521,30.209273477152266,17.859004459439195,0.0088724424469846311,-61.623856830023392,0,0,-60.593002094325207,0,0,0.0,0.0,0.0,-1626.8296661272075,0,4612.0823965578202,-0.30191414472692829,0,0,0.0,0.0,0.0
1753000,26.971589042579353,30.227134490510146,17.861013357880918,0.0088749695796166463,-61.696782610570722,0,0,-60.583290022677822,0,0,0.0,0.0,0.0,-1626.0631593736591,0,4611.6560616069537,-0.30209273477152265,0,0,0.0,0.0,0.0
1754000,27.001825108580491,30.244997511764421,17.863021254273487,0.0088774957979568785,-61.769759726302155,0,0,-60.573580127231033,0,0,0.0,0.0,0.0,-1625.2969498058403,0,4611.2293921084502,-0.30227134490510149,0,0,0.0,0.0,0.0
1755000,27.03207903860633,30.262862539911715,17.865028147295828,0.0088800211012919038,-61.842788187674351,0,0,-60.56387240956942,0,0,0.0,0.0,0.0,-1624.5310378740999,0,4610.8023896786308,-0.30244997511764421,0,0,0.0,0.0,0.0
1756000,27.06235083466326,30.280729573947347,17.867034035633022,0.0088825454889117517,-61.915868005130513,0,0,-60.554166871271441,0,0,0.0,0.0,0.0,-1623.7654240266413,0,4610.3750559294276,-0.30262862539911717,0,0,0.0,0.0,0.0
1757000,27.092640498756666,30.298598612865323,17.86903891797634,0.008885068960109899,-61.988999189100419,0,0,-60.54446351390969,0,0,0.0,0.0,0.0,-1623.0001087095313,0,4609.947392468398,-0.30280729573947346,0,0,0.0,0.0,0.0
1758000,27.122948032890928,30.316469655658345,17.871042793023193,0.0088875915141832535,-62.062181750000398,0,0,-60.534762339050687,0,0,0.0,0.0,0.0,-1622.2350923667025,0,4609.5194008987337,-0.30298598612865324,0,0,0.0,0.0,0.0
1759000,27.153273439069416,30.334342701317823,17.873045659477118,0.0088901131504321527,-62.135415698233359,0,0,-60.525063348255081,0,0,0.0,0.0,0.0,-1621.4703754399645,0,4609.0910828192727,-0.30316469655658346,0,0,0.0,0.0,0.0
1760000,27.183616719294491,30.352217748833869,17.875047516047754,0.0088926338681603479,-62.208701044188771,0,0,-60.515366543077562,0,0,0.0,0.0,0.0,-1620.7059583690057,0,4608.6624398245067,-0.30334342701317824,0,0,0.0,0.0,0.0
1761000,27.213977875567505,30.370094797195321,17.877048361450857,0.0088951536666750011,-62.282037798242698,0,0,-60.505671925066935,0,0,0.0,0.0,0.0,-1619.9418415914026,0,4608.2334735045952,-0.30352217748833871,0,0,0.0,0.0,0.0
1762000,27.244356909888797,30.38797384538973,17.879048194408231,0.0088976725452866706,-62.355425970757786,0,0,-60.495979495766164,0,0,0.0,0.0,0.0,-1619.178025542624,0,4607.8041854453732,-0.30370094797195324,0,0,0.0,0.0,0.0
1763000,27.274753824257694,30.405854892403379,17.881047013647748,0.0089001905033093028,-62.428865572083289,0,0,-60.486289256712347,0,0,0.0,0.0,0.0,-1618.4145106560379,0,4607.3745772283673,-0.30387973845389732,0,0,0.0,0.0,0.0
1764000,27.305168620672507,30.423737937221283,17.883044817903336,0.0089027075400602267,-62.502356612555047,0,0,-60.47660120943673,0,0,0.0,0.0,0.0,-1617.6512973629169,0,4606.9446504307998,-0.30405854892403378,0,0,0.0,0.0,0.0
1765000,27.335601301130531,30.441622978827198,17.885041605914918,0.0089052236548601386,-62.575899102495512,0,0,-60.466915355464799,0,0,0.0,0.0,0.0,-1616.8883860924454,0,4606.514406625598,-0.30423737937221285,0,0,0.0,0.0,0.0
1766000,27.366051867628045,30.459510016203627,17.887037376428449,0.0089077388470330983,-62.649493052213764,0,0,-60.457231696316242,0,0,0.0,0.0,0.0,-1616.1257772717258,0,4606.0838473814147,-0.30441622978827199,0,0,0.0,0.0,0.0
1767000,27.396520322160313,30.477399048331822,17.88903212819584,0.0089102531159065187,-62.723138472005502,0,0,-60.447550233505027,0,0,0.0,0.0,0.0,-1615.3634713257829,0,4605.6529742626262,-0.30459510016203628,0,0,0.0,0.0,0.0
1768000,27.427006666721574,30.495290074191796,17.891025859975009,0.0089127664608111522,-62.796835372153041,0,0,-60.437870968539343,0,0,0.0,0.0,0.0,-1614.6014686775709,0,4605.2217888293526,-0.30477399048331821,0,0,0.0,0.0,0.0
