t_usec,height
7852000,34088
7856000,34089
7860000,34089
7864000,34090
7868000,34090
7872000,34091
7876000,34091
7880000,34092
7884000,34092
7888000,34093
7892000,34093
7896000,34094
7900000,34094
7904000,34095
7908000,34095
7912000,34095
7916000,34096
7920000,34096
7924000,34097
7928000,34097
7932000,34098
7936000,34098
7940000,34099
7944000,34099
7948000,34100
7952000,34100
7956000,34101
7960000,34101
7964000,34102
7968000,34102
7972000,34103
7976000,34103
7980000,34103
7984000,34104
7988000,34104
7992000,34105
7996000,34105
8000000,34106
